page_title,page_url,content
AWS \ Amazon EC2 \ User Guide for Linux Instances \ What is Amazon EC2?,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/concepts.html,"Reserve compute capacity for your EC2 instances in a specific Availability Zone for any duration of time. Removes the cost of unused minutes and seconds from your bill. For a complete list of charges and prices for Amazon EC2 and more information about the purchase models, see Amazon EC2 pricing. ^Estimates, billing, and cost optimization^ To create estimates for your AWS use cases, use the AWS Pricing Calculator. To see your bill, go to the Billing and Cost Management Dashboard in the AWS Billing and Cost Management console. Your bill contains links to usage reports that provide details about your bill. To learn more about AWS account billing, see AWS Billing and Cost Management User Guide. If you have questions concerning AWS billing, accounts, and events, contact AWS Support. To calculate the cost of a sample provisioned environment, see Cloud Economics Center. When calculating the cost of a provisioned environment, remember to include incidental costs such as snapshot storage for EBS volumes.You can optimize the cost, security, and performance of your AWS environment using AWS Trusted Advisor."
AWS \ Amazon EC2 \ User Guide for Windows Instances \ What is Amazon EC2?,https://docs.aws.amazon.com/AWSEC2/latest/WindowsGuide/index.html,"^^^What is Amazon EC2?^^^ Amazon Elastic Compute Cloud (Amazon EC2) provides on-demand, scalable computing capacity in the Amazon Web Services (AWS) Cloud. Using Amazon EC2 reduces hardware costs so you can develop and deploy applications faster. You can use Amazon EC2 to launch as many or as few virtual servers as you need, configure security and networking, and manage storage. You can add capacity (scale up) to handle compute-heavy tasks, such as monthly or yearly processes, or spikes in website traffic. When usage decreases, you can reduce capacity (scale down) again. The following diagram shows a basic architecture of an Amazon EC2 instance deployed within an Amazon Virtual Private Cloud (VPC) In this example, the EC2 instance is within an Availability Zone in the Region. The EC2 instance is secured with a security group, which is a virtual firewall that controls incoming and outgoing traffic."
AWS \ Amazon EC2 \ User Guide for Windows Instances \ What is Amazon EC2?,https://docs.aws.amazon.com/AWSEC2/latest/WindowsGuide/index.html,"A private key is stored on the local computer and a public key is stored on the instance. Both keys are specified as a key pair to prove the identity of the user. In this scenario, the instance is backed by an Amazon EBS volume. The VPC communicates with the internet using an internet gateway. For more information about Amazon VPC, see the Amazon VPC User Guide. This user guide provides information specific to running Windows-based instances on Amazon EC2 See the EC2 User Guide for Linux Instances for information to help you run Linux-based instances on EC2 Amazon EC2 supports the processing, storage, and transmission of credit card data by a merchant or service provider, and has been validated as being compliant with Payment Card Industry (PCI) Data Security Standard (DSS) For more information about PCI DSS, including how to request a copy of the AWS PCI Compliance Package, see PCI DSS Level 1"
AWS \ Amazon EC2 \ User Guide for Windows Instances \ What is Amazon EC2?,https://docs.aws.amazon.com/AWSEC2/latest/WindowsGuide/index.html,"If you are looking for technical guidance about Amazon EC2, try AWS re:Post. For more information about cloud computing, see What is cloud computing? ^^Features of Amazon EC2^^ Amazon EC2 provides the following high-level features: Virtual servers. Preconfigured templates for your instances that package the components you need for your server (including the operating system and additional software) Various configurations of CPU, memory, storage, networking capacity, and graphics hardware for your instances. Secure login information for your instances. AWS stores the public key and you store the private key in a secure place. Storage volumes for temporary data that is deleted when you stop, hibernate, or terminate your instance. Persistent storage volumes for your data using Amazon Elastic Block Store (Amazon EBS) Multiple physical locations for your resources, such as instances and Amazon EBS volumes."
AWS \ Amazon EC2 \ User Guide for Windows Instances \ What is Amazon EC2?,https://docs.aws.amazon.com/AWSEC2/latest/WindowsGuide/index.html,"A virtual firewall that allows you to specify the protocols, ports, and source IP ranges that can reach your instances, and the destination IP ranges to which your instances can connect. Static IPv4 addresses for dynamic cloud computing. Metadata that you can create and assign to your Amazon EC2 resources. Virtual networks you can create that are logically isolated from the rest of the AWS Cloud. You can optionally connect these virtual networks to your own network. For details about all of the features of Amazon EC2, see Amazon EC2 features. Windows-specific features and use case information can be found at Windows Server on AWS. For options to run your website on AWS, see Web Hosting. ^^Get started with Amazon EC2^^ The following topics can help you get started with Amazon EC2 After you set up to use EC2, you can walk through Tutorial: Get started with Amazon EC2 Windows instances to launch, connect to, and clean up an instance."
AWS \ Amazon EC2 \ User Guide for Windows Instances \ What is Amazon EC2?,https://docs.aws.amazon.com/AWSEC2/latest/WindowsGuide/index.html,"The remaining topics point to more information about the high-level features of EC2 Set up to use Amazon EC2 Tutorial: Get started with Amazon EC2 Windows instances. Connect to your Windows instance. Transfer files to Windows instances. Amazon EC2 Windows instances. Instance types. Tags. Key pairs. Security groups. Elastic IP addresses. Virtual private clouds. Amazon EBS. Instance store. AWS Systems Manager Run Command in the AWS Systems Manager User Guide. Tutorial: Get started with Amazon EC2 Windows instances. Troubleshoot EC2 Windows instances. AWS re:Post. ^^Related services^^ You can provision Amazon EC2 resources, such as instances and volumes, directly using Amazon EC2 In addition, you can provision EC2 resources using other AWS services, such as the following: Amazon EC2 Auto Scaling. Helps ensure you have the correct number of Amazon EC2 instances available to handle the load for your application. AWS CloudFormation. Helps you model and set up your AWS resources using templates."
AWS \ Amazon EC2 \ User Guide for Windows Instances \ What is Amazon EC2?,https://docs.aws.amazon.com/AWSEC2/latest/WindowsGuide/index.html,"AWS Elastic Beanstalk. Deploy and manage applications in the AWS Cloud without having to understand the underlying infrastructure. AWS OpsWorks. Automate how servers are configured, deployed, and managed across your Amazon EC2 instances using Chef and Puppet. EC2 Image Builder. Automate the creation, management, and deployment of customized, secure, and up-to-date server images. AWS Launch Wizard. Size, configure, and deploy AWS resources for third-party applications without having to manually identify and provision individual AWS resources. Amazon Lightsail. To build websites or web applications, you can deploy and manage basic cloud resources using Amazon Lightsail. To compare the features of Amazon EC2 and Lightsail for your use case, see Amazon Lightsail or Amazon EC2 Elastic Load Balancing. Automatically distribute incoming application traffic across multiple instances. Amazon Relational Database Service (Amazon RDS) Set up, operate, and scale a managed relational database in the cloud."
AWS \ Amazon EC2 \ User Guide for Windows Instances \ What is Amazon EC2?,https://docs.aws.amazon.com/AWSEC2/latest/WindowsGuide/index.html,"Although you can set up a database on an EC2 instance, Amazon RDS offers the advantage of handling your database management tasks, such as patching the software, backing up, and storing the backups. Amazon Elastic Container Service (Amazon ECS) Deploy, manage, and scale containerized applications on a cluster of EC2 instances. Amazon CloudWatch. Monitor your instances and Amazon EBS volumes. Amazon GuardDuty. Detect potentially unauthorized or malicious use of your EC2 instances. AWS Backup. Automate backing up your Amazon EC2 instances and the Amazon EBS volumes attached to them. ^^Access Amazon EC2^^ You can create and manage your Amazon EC2 instances using the following interfaces: A simple web interface to create and manage Amazon EC2 instances and resources. If you've signed up for an AWS account, you can access the Amazon EC2 console by signing into the AWS Management Console and selecting EC2 from the console home page."
AWS \ Amazon EC2 \ User Guide for Windows Instances \ What is Amazon EC2?,https://docs.aws.amazon.com/AWSEC2/latest/WindowsGuide/index.html,"Enables you to interact with AWS services using commands in your command-line shell. It is supported on Windows, Mac, and Linux. For more information about the AWS CLI , see AWS Command Line Interface User Guide. You can find the Amazon EC2 commands in the AWS CLI Command Reference. A set of PowerShell modules that are built on the functionality exposed by the AWS SDK for .NET. The Tools for PowerShell enable you to script operations on your AWS resources from the PowerShell command line. To get started, see the AWS Tools for Windows PowerShell User Guide. You can find the cmdlets for Amazon EC2, in the AWS Tools for PowerShell Cmdlet Reference. Amazon EC2 supports creating resources using AWS CloudFormation. You create a template, in JSON or YAML format, that describes your AWS resources, and AWS CloudFormation provisions and configures those resources for you."
AWS \ Amazon EC2 \ User Guide for Windows Instances \ What is Amazon EC2?,https://docs.aws.amazon.com/AWSEC2/latest/WindowsGuide/index.html,"You can reuse your CloudFormation templates to provision the same resources multiple times, whether in the same Region and account or in multiple Regions and accounts. For more information about supported resource types and properties for Amazon EC2, see EC2 resource type reference in the AWS CloudFormation User Guide. Amazon EC2 provides a Query API. These requests are HTTP or HTTPS requests that use the HTTP verbs GET or POST and a Query parameter named Action. For more information about the API actions for Amazon EC2, see Actions in the Amazon EC2 API Reference. If you prefer to build applications using language-specific APIs instead of submitting a request over HTTP or HTTPS, AWS provides libraries, sample code, tutorials, and other resources for software developers. These libraries provide basic functions that automate tasks such as cryptographically signing your requests, retrying requests, and handling error responses, making it easier for you to get started. For more information, see Tools to Build on AWS. ^^Pricing for Amazon EC2^^"
AWS \ Amazon EC2 \ User Guide for Windows Instances \ What is Amazon EC2?,https://docs.aws.amazon.com/AWSEC2/latest/WindowsGuide/index.html,"Amazon EC2 provides the following pricing options: You can get started with Amazon EC2 for free. To explore the Free Tier options, see AWS Free Tier. Pay for the instances that you use by the second, with a minimum of 60 seconds, with no long-term commitments or upfront payments. You can reduce your Amazon EC2 costs by making a commitment to a consistent amount of usage, in USD per hour, for a term of 1 or 3 years. You can reduce your Amazon EC2 costs by making a commitment to a specific instance configuration, including instance type and Region, for a term of 1 or 3 years. Request unused EC2 instances, which can reduce your Amazon EC2 costs significantly. Reduce costs by using a physical EC2 server that is fully dedicated for your use, either On-Demand or as part of a Savings Plan. You can use your existing server-bound software licenses and get help meeting compliance requirements."
AWS \ Amazon EC2 \ User Guide for Windows Instances \ What is Amazon EC2?,https://docs.aws.amazon.com/AWSEC2/latest/WindowsGuide/index.html,"Reserve compute capacity for your EC2 instances in a specific Availability Zone for any duration of time. Removes the cost of unused minutes and seconds from your bill. For a complete list of charges and prices for Amazon EC2 and more information about the purchase models, see Amazon EC2 pricing. ^Estimates, billing, and cost optimization^ To create estimates for your AWS use cases, use the AWS Pricing Calculator. To estimate the cost of transforming Microsoft workloads to a modern architecture that uses open source and cloud-native services deployed on AWS, use the AWS Modernization Calculator for Microsoft Workloads. To see your bill, go to the Billing and Cost Management Dashboard in the AWS Billing and Cost Management console. Your bill contains links to usage reports that provide details about your bill. To learn more about AWS account billing, see AWS Billing and Cost Management User Guide. If you have questions concerning AWS billing, accounts, and events, contact AWS Support.To calculate the cost of a sample provisioned environment, see Cloud Economics Center. When calculating the cost of a provisioned environment, remember to include incidental costs such as snapshot storage for EBS volumes. You can optimize the cost, security, and performance of your AWS environment using AWS Trusted Advisor."
AWS \ Amazon Simple Storage Service (S3) \ User Guide \ What is Amazon S3?,https://docs.aws.amazon.com/AmazonS3/latest/userguide/index.html,"^^^What is Amazon S3?^^^ Amazon Simple Storage Service (Amazon S3) is an object storage service that offers industry-leading scalability, data availability, security, and performance. Customers of all sizes and industries can use Amazon S3 to store and protect any amount of data for a range of use cases, such as data lakes, websites, mobile applications, backup and restore, archive, enterprise applications, IoT devices, and big data analytics. Amazon S3 provides management features so that you can optimize, organize, and configure access to your data to meet your specific business, organizational, and compliance requirements. ^^Features of Amazon S3^^ ^Storage classes^ Amazon S3 offers a range of storage classes designed for different use cases."
AWS \ Amazon Simple Storage Service (S3) \ User Guide \ What is Amazon S3?,https://docs.aws.amazon.com/AmazonS3/latest/userguide/index.html,"For example, you can store mission-critical production data in S3 Standard for frequent access, save costs by storing infrequently accessed data in S3 Standard-IA or S3 One Zone-IA, and archive data at the lowest costs in S3 Glacier Instant Retrieval, S3 Glacier Flexible Retrieval, and S3 Glacier Deep Archive. You can store data with changing or unknown access patterns in S3 Intelligent-Tiering, which optimizes storage costs by automatically moving your data between four access tiers when your access patterns change. These four access tiers include two low-latency access tiers optimized for frequent and infrequent access, and two opt-in archive access tiers designed for asynchronous access for rarely accessed data. For more information, see Using Amazon S3 storage classes. For more information about S3 Glacier Flexible Retrieval, see the Amazon S3 Glacier Developer Guide. ^Storage management^"
AWS \ Amazon Simple Storage Service (S3) \ User Guide \ What is Amazon S3?,https://docs.aws.amazon.com/AmazonS3/latest/userguide/index.html,"Amazon S3 has storage management features that you can use to manage costs, meet regulatory requirements, reduce latency, and save multiple distinct copies of your data for compliance requirements. S3 Lifecycle – Configure a lifecycle configuration to manage your objects and store them cost effectively throughout their lifecycle. You can transition objects to other S3 storage classes or expire objects that reach the end of their lifetimes. S3 Object Lock – Prevent Amazon S3 objects from being deleted or overwritten for a fixed amount of time or indefinitely. You can use Object Lock to help meet regulatory requirements that require write-once-read-many (WORM) storage or to simply add another layer of protection against object changes and deletions. S3 Replication – Replicate objects and their respective metadata and object tags to one or more destination buckets in the same or different AWS Regions for reduced latency, compliance, security, and other use cases."
AWS \ Amazon Simple Storage Service (S3) \ User Guide \ What is Amazon S3?,https://docs.aws.amazon.com/AmazonS3/latest/userguide/index.html,"S3 Batch Operations – Manage billions of objects at scale with a single S3 API request or a few clicks in the Amazon S3 console. You can use Batch Operations to perform operations such as Copy, Invoke AWS Lambda function, and Restore on millions or billions of objects. ^Access management and security^ Amazon S3 provides features for auditing and managing access to your buckets and objects. By default, S3 buckets and the objects in them are private. You have access only to the S3 resources that you create. To grant granular resource permissions that support your specific use case or to audit the permissions of your Amazon S3 resources, you can use the following features. S3 Block Public Access – Block public access to S3 buckets and objects. By default, Block Public Access settings are turned on at the bucket level. We recommend that you keep all Block Public Access settings enabled unless you know that you need to turn off one or more of them for your specific use case."
AWS \ Amazon Simple Storage Service (S3) \ User Guide \ What is Amazon S3?,https://docs.aws.amazon.com/AmazonS3/latest/userguide/index.html,"For more information, see Configuring block public access settings for your S3 buckets. AWS Identity and Access Management (IAM) – IAM is a web service that helps you securely control access to AWS resources, including your Amazon S3 resources. With IAM, you can centrally manage permissions that control which AWS resources users can access. You use IAM to control who is authenticated (signed in) and authorized (has permissions) to use resources. Bucket policies – Use IAM-based policy language to configure resource-based permissions for your S3 buckets and the objects in them. Amazon S3 access points – Configure named network endpoints with dedicated access policies to manage data access at scale for shared datasets in Amazon S3 Access control lists (ACLs) – Grant read and write permissions for individual buckets and objects to authorized users. As a general rule, we recommend using S3 resource-based policies (bucket policies and access point policies) or IAM user policies for access control instead of ACLs."
AWS \ Amazon Simple Storage Service (S3) \ User Guide \ What is Amazon S3?,https://docs.aws.amazon.com/AmazonS3/latest/userguide/index.html,"Policies are a simplified and more flexible access control option. With bucket policies and access point policies, you can define rules that apply broadly across all requests to your Amazon S3 resources. For more information about the specific cases when you'd use ACLs instead of resource-based policies or IAM user policies, see Access policy guidelines. S3 Object Ownership – Take ownership of every object in your bucket, simplifying access management for data stored in Amazon S3 S3 Object Ownership is an Amazon S3 bucket-level setting that you can use to disable or enable ACLs. By default, ACLs are disabled. With ACLs disabled, the bucket owner owns all the objects in the bucket and manages access to data exclusively by using access-management policies. IAM Access Analyzer for S3 – Evaluate and monitor your S3 bucket access policies, ensuring that the policies provide only the intended access to your S3 resources. ^Data processing^"
AWS \ Amazon Simple Storage Service (S3) \ User Guide \ What is Amazon S3?,https://docs.aws.amazon.com/AmazonS3/latest/userguide/index.html,"To transform data and trigger workflows to automate a variety of other processing activities at scale, you can use the following features. S3 Object Lambda – Add your own code to S3 GET, HEAD, and LIST requests to modify and process data as it is returned to an application. Filter rows, dynamically resize images, redact confidential data, and much more. Event notifications – Trigger workflows that use Amazon Simple Notification Service (Amazon SNS), Amazon Simple Queue Service (Amazon SQS), and AWS Lambda when a change is made to your S3 resources. ^Storage logging and monitoring^ Amazon S3 provides logging and monitoring tools that you can use to monitor and control how your Amazon S3 resources are being used. For more information, see Monitoring tools. Amazon CloudWatch metrics for Amazon S3 – Track the operational health of your S3 resources and configure billing alerts when estimated charges reach a user-defined threshold."
AWS \ Amazon Simple Storage Service (S3) \ User Guide \ What is Amazon S3?,https://docs.aws.amazon.com/AmazonS3/latest/userguide/index.html,"AWS CloudTrail – Record actions taken by a user, a role, or an AWS service in Amazon S3 CloudTrail logs provide you with detailed API tracking for S3 bucket-level and object-level operations. Server access logging – Get detailed records for the requests that are made to a bucket. You can use server access logs for many use cases, such as conducting security and access audits, learning about your customer base, and understanding your Amazon S3 bill. AWS Trusted Advisor – Evaluate your account by using AWS best practice checks to identify ways to optimize your AWS infrastructure, improve security and performance, reduce costs, and monitor service quotas. You can then follow the recommendations to optimize your services and resources. ^Analytics and insights^ Amazon S3 offers features to help you gain visibility into your storage usage, which empowers you to better understand, analyze, and optimize your storage at scale. Amazon S3 Storage Lens – Understand, analyze, and optimize your storage."
AWS \ Amazon Simple Storage Service (S3) \ User Guide \ What is Amazon S3?,https://docs.aws.amazon.com/AmazonS3/latest/userguide/index.html,"S3 Storage Lens provides 60+ usage and activity metrics and interactive dashboards to aggregate data for your entire organization, specific accounts, AWS Regions, buckets, or prefixes. Storage Class Analysis – Analyze storage access patterns to decide when it's time to move data to a more cost-effective storage class. S3 Inventory with Inventory reports – Audit and report on objects and their corresponding metadata and configure other Amazon S3 features to take action in Inventory reports. For example, you can report on the replication and encryption status of your objects. For a list of all the metadata available for each object in Inventory reports, see Amazon S3 Inventory list. ^Strong consistency^ Amazon S3 provides strong read-after-write consistency for PUT and DELETE requests of objects in your Amazon S3 bucket in all AWS Regions. This behavior applies to both writes of new objects as well as PUT requests that overwrite existing objects and DELETE requests."
AWS \ Amazon Simple Storage Service (S3) \ User Guide \ What is Amazon S3?,https://docs.aws.amazon.com/AmazonS3/latest/userguide/index.html,"In addition, read operations on Amazon S3 Select, Amazon S3 access control lists (ACLs), Amazon S3 Object Tags, and object metadata (for example, the HEAD object) are strongly consistent. For more information, see Amazon S3 data consistency model. ^^How Amazon S3 works^^ Amazon S3 is an object storage service that stores data as objects within buckets. An object is a file and any metadata that describes the file. A bucket is a container for objects. To store your data in Amazon S3, you first create a bucket and specify a bucket name and AWS Region. Then, you upload your data to that bucket as objects in Amazon S3 Each object has a key (or key name), which is the unique identifier for the object within the bucket. S3 provides features that you can configure to support your specific use case."
AWS \ Amazon Simple Storage Service (S3) \ User Guide \ What is Amazon S3?,https://docs.aws.amazon.com/AmazonS3/latest/userguide/index.html,"For example, you can use S3 Versioning to keep multiple versions of an object in the same bucket, which allows you to restore objects that are accidentally deleted or overwritten. Buckets and the objects in them are private and can be accessed only if you explicitly grant access permissions. You can use bucket policies, AWS Identity and Access Management (IAM) policies, access control lists (ACLs), and S3 Access Points to manage access. ^Buckets^ A bucket is a container for objects stored in Amazon S3 You can store any number of objects in a bucket and can have up to 100 buckets in your account. To request an increase, visit the Service Quotas console. Every object is contained in a bucket."
AWS \ Amazon Simple Storage Service (S3) \ User Guide \ What is Amazon S3?,https://docs.aws.amazon.com/AmazonS3/latest/userguide/index.html,"For example, if the object named photos/puppy.jpg is stored in the DOC-EXAMPLE-BUCKET bucket in the US West (Oregon) Region, then it is addressable by using the URL https://DOC-EXAMPLE-BUCKET.s3.us-west-2.amazonaws.com/photos/puppy.jpg. For more information, see Accessing a Bucket. When you create a bucket, you enter a bucket name and choose the AWS Region where the bucket will reside. After you create a bucket, you cannot change the name of the bucket or its Region. Bucket names must follow the bucket naming rules. You can also configure a bucket to use S3 Versioning or other storage management features. Buckets also: Organize the Amazon S3 namespace at the highest level. Identify the account responsible for storage and data transfer charges. Provide access control options, such as bucket policies, access control lists (ACLs), and S3 Access Points, that you can use to manage access to your Amazon S3 resources."
AWS \ Amazon Simple Storage Service (S3) \ User Guide \ What is Amazon S3?,https://docs.aws.amazon.com/AmazonS3/latest/userguide/index.html,"Serve as the unit of aggregation for usage reporting. For more information about buckets, see Buckets overview. ^Objects^ Objects are the fundamental entities stored in Amazon S3 Objects consist of object data and metadata. The metadata is a set of name-value pairs that describe the object. These pairs include some default metadata, such as the date last modified, and standard HTTP metadata, such as Content-Type. You can also specify custom metadata at the time that the object is stored. An object is uniquely identified within a bucket by a key (name) and a version ID (if S3 Versioning is enabled on the bucket) For more information about objects, see Amazon S3 objects overview. ^Keys^ An object key (or key name) is the unique identifier for an object within a bucket. Every object in a bucket has exactly one key."
